experiment,fold_label,n_test,test_borda,oracle,cpsat_baseline,accuracy,inner_cv_score,fit_seconds,best_params
SVM-RBF/log_robust,2024,84,51.477613063991306,61.514870262974675,49.34045550057922,0.7380952380952381,0.5984609489162859,19.4590163230896,"{""C"": 0.875317835045253, ""gamma"": 0.9566817135232455, ""class_weight"": null}"
SVM-RBF/log_robust,2025,77,41.94509722832281,59.0246616000226,37.11278670593358,0.6233766233766234,0.6052051405938312,20.496175289154053,"{""C"": 7.10882324441694, ""gamma"": 1.8512907117820427, ""class_weight"": null}"
SVM-RBF/log_power,2011,100,61.97870668293388,66.59337066371282,54.94205904206017,0.84,0.5986863548881018,106.87456917762756,"{""C"": 1.8028952450545264, ""gamma"": 0.030175739524710397, ""class_weight"": null}"
SVM-RBF/log_power,2012,100,54.39810074038378,66.58671597450157,54.50189823459618,0.78,0.6015133873890901,60.0996310710907,"{""C"": 27.339574709709552, ""gamma"": 0.27634496644199835, ""class_weight"": null}"
SVM-RBF/log_power,2013,96,59.68286081050468,68.86924626030311,51.489262248403776,0.8229166666666666,0.6037741037730344,112.84179592132568,"{""C"": 3.5924150516023796, ""gamma"": 0.007549520402080519, ""class_weight"": null}"
SVM-RBF/log_power,2014,98,60.28667369851081,67.56570461498421,63.81705734616651,0.826530612244898,0.5993400773058928,82.57775020599365,"{""C"": 53.25496989783062, ""gamma"": 0.29114780263877527, ""class_weight"": ""balanced""}"
SVM-RBF/log_power,2015,91,55.614596495749474,65.52510745661893,51.768805222471634,0.7802197802197802,0.5987889263945974,116.99302101135254,"{""C"": 3.9411158754177262, ""gamma"": 0.8451779368319167, ""class_weight"": null}"
SVM-RBF/log_power,2016,95,59.019381609837076,61.63289378370745,55.98267855075409,0.8105263157894737,0.60180850925812,99.51733779907227,"{""C"": 57.57077075659276, ""gamma"": 0.25634338739280405, ""class_weight"": ""balanced""}"
SVM-RBF/log_power,2017,92,54.20820343764636,67.2822326415988,50.90809450050229,0.7717391304347826,0.6042962192063694,103.87469220161438,"{""C"": 14.685330382265882, ""gamma"": 0.7397262442369968, ""class_weight"": ""balanced""}"
SVM-RBF/log_power,2018,90,55.615889581132066,63.23556268932011,56.76675090065444,0.7666666666666667,0.598467488967358,60.487257957458496,"{""C"": 69.27293465669864, ""gamma"": 0.2421052395153381, ""class_weight"": ""balanced""}"
SVM-RBF/log_power,2019,89,56.60093338743166,62.528114675166705,53.68709459764611,0.797752808988764,0.6010502421175051,62.04328513145447,"{""C"": 32.1608725244587, ""gamma"": 0.1708170637628664, ""class_weight"": ""balanced""}"
SVM-RBF/log_power,2020,94,54.02992899751113,61.60641204711305,49.62408215816311,0.776595744680851,0.6041992025033464,93.22888684272766,"{""C"": 16.440916565746612, ""gamma"": 0.03575446690615822, ""class_weight"": null}"
SVM-RBF/log_power,2021,91,50.83384438345227,64.91235187306762,52.690987240595135,0.7582417582417582,0.6066529611089972,88.01458144187927,"{""C"": 1.183240130137424, ""gamma"": 0.017240579441926397, ""class_weight"": null}"
SVM-RBF/log_power,2022,92,53.56063332368453,66.40072708234466,54.275380541480686,0.6630434782608695,0.6110540104620682,94.28093028068542,"{""C"": 20.725285869213167, ""gamma"": 0.04019544356551053, ""class_weight"": null}"
SVM-RBF/log_power,2023,90,52.49635922452867,63.33144559857347,51.967456022152945,0.7,0.6068098703392336,83.95713186264038,"{""C"": 8.135037230680382, ""gamma"": 0.039800752985260326, ""class_weight"": null}"
SVM-RBF/log_power,2024,84,53.477613063991306,61.514870262974675,49.34045550057922,0.7619047619047619,0.5971293827763597,60.37241768836975,"{""C"": 6.056856476071034, ""gamma"": 0.0820639706937059, ""class_weight"": null}"
SVM-RBF/log_power,2025,77,41.348895037836265,59.0246616000226,37.11278670593358,0.5974025974025974,0.6042935684043919,110.9013192653656,"{""C"": 88.68026774289817, ""gamma"": 0.14374804074318046, ""class_weight"": ""balanced""}"
SVM-RBF-MW/log_std,2011,100,60.41786068143566,66.59337066371282,54.94205904206017,0.71,0.6110656126652576,26.6007719039917,"{""C"": 3.0769377467812675, ""gamma"": 0.031900273979071914, ""wpow"": 0.7283675721421138}"
SVM-RBF-MW/log_std,2012,100,54.46923106570527,66.58671597450157,54.50189823459618,0.65,0.6125833076778024,28.813584327697754,"{""C"": 4.434407217888905, ""gamma"": 0.033800332991446906, ""wpow"": 1.655174354307242}"
SVM-RBF-MW/log_std,2013,96,61.582487785977605,68.86924626030311,51.489262248403776,0.8229166666666666,0.6079836004727276,15.716459274291992,"{""C"": 24.82076244951993, ""gamma"": 0.054629230988272014, ""wpow"": 0.9251785821629004}"
